quote,author,tags,searchable_text
“I am enough of an artist to draw freely upon my imagination. Imagination is more important than knowledge. Knowledge is limited. Imagination encircles the world.”,Albert Einstein,"['1929', 'imagination', 'inspirational', 'viereck-interview']",Quote: “I am enough of an artist to draw freely upon my imagination. Imagination is more important than knowledge. Knowledge is limited. Imagination encircles the world.” Author: Albert Einstein By: Albert Einstein About: 1929 Topic: 1929 Theme: 1929 About: imagination Topic: imagination Theme: imagination About: inspirational Topic: inspirational Theme: inspirational About: viereck-interview Topic: viereck-interview Theme: viereck-interview book quotes
"“Love all, trust a few, do wrong to none.”","William Shakespeare,","['do-wrong', 'love', 'trust', 'wrong']","Quote: “Love all, trust a few, do wrong to none.” Author: William Shakespeare, By: William Shakespeare, About: do-wrong Topic: do-wrong Theme: do-wrong About: love Topic: love Theme: love About: trust Topic: trust Theme: trust About: wrong Topic: wrong Theme: wrong love quotes"
"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",Dr. Seuss,['fantasy'],"Quote: “I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.” Author: Dr. Seuss By: Dr. Seuss About: fantasy Topic: fantasy Theme: fantasy"
“Have you ever been in love? Horrible isn't it? It makes you so vulnerable. It opens your chest and it opens up your heart and it means that someone can get inside you and mess you up.”,"Neil Gaiman,",['love'],"Quote: “Have you ever been in love? Horrible isn't it? It makes you so vulnerable. It opens your chest and it opens up your heart and it means that someone can get inside you and mess you up.” Author: Neil Gaiman, By: Neil Gaiman, About: love Topic: love Theme: love love quotes"
"“A day without sunshine is like, you know, night.”",Steve Martin,"['humor', 'obvious', 'simile']","Quote: “A day without sunshine is like, you know, night.” Author: Steve Martin By: Steve Martin About: humor Topic: humor Theme: humor About: obvious Topic: obvious Theme: obvious About: simile Topic: simile Theme: simile"
"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”","George R.R. Martin,","['read', 'readers', 'reading', 'reading-books']","Quote: “A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.” Author: George R.R. Martin, By: George R.R. Martin, About: read Topic: read Theme: read About: readers Topic: readers Theme: readers About: reading Topic: reading Theme: reading About: reading-books Topic: reading-books Theme: reading-books book quotes"
“Never put off till tomorrow what may be done day after tomorrow just as well.”,Mark Twain,"['humor', 'procrastination']",Quote: “Never put off till tomorrow what may be done day after tomorrow just as well.” Author: Mark Twain By: Mark Twain About: humor Topic: humor Theme: humor About: procrastination Topic: procrastination Theme: procrastination
“,"Kent M. Keith,","['forgiveness', 'goodness', 'happiness', 'honesty', 'kindness', 'misattributed-to-mother-teresa', 'world']","Quote: “ Author: Kent M. Keith, By: Kent M. Keith, About: forgiveness Topic: forgiveness Theme: forgiveness About: goodness Topic: goodness Theme: goodness About: happiness Topic: happiness Theme: happiness About: honesty Topic: honesty Theme: honesty About: kindness Topic: kindness Theme: kindness About: misattributed-to-mother-teresa Topic: misattributed-to-mother-teresa Theme: misattributed-to-mother-teresa About: world Topic: world Theme: world"
“You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose. You're on your own. And you know what you know. And YOU are the one who'll decide where to go...”,"Dr. Seuss,",['inspirational'],"Quote: “You have brains in your head. You have feet in your shoes. You can steer yourself any direction you choose. You're on your own. And you know what you know. And YOU are the one who'll decide where to go...” Author: Dr. Seuss, By: Dr. Seuss, About: inspirational Topic: inspirational Theme: inspirational"
“That which does not kill us makes us stronger.”,Friedrich Nietzsche,"['paraphrased', 'strength']",Quote: “That which does not kill us makes us stronger.” Author: Friedrich Nietzsche By: Friedrich Nietzsche About: paraphrased Topic: paraphrased Theme: paraphrased About: strength Topic: strength Theme: strength
"“Being deeply loved by someone gives you strength, while loving someone deeply gives you courage.”",Lao Tzu,"['courage', 'deeply-loved', 'love', 'strength', 'widely-misattributed']","Quote: “Being deeply loved by someone gives you strength, while loving someone deeply gives you courage.” Author: Lao Tzu By: Lao Tzu About: courage Topic: courage Theme: courage About: deeply-loved Topic: deeply-loved Theme: deeply-loved About: love Topic: love Theme: love About: strength Topic: strength Theme: strength About: widely-misattributed Topic: widely-misattributed Theme: widely-misattributed love quotes"
“It is never too late to be what you might have been.”,George Eliot,"['inspirational', 'source-unknown']",Quote: “It is never too late to be what you might have been.” Author: George Eliot By: George Eliot About: inspirational Topic: inspirational Theme: inspirational About: source-unknown Topic: source-unknown Theme: source-unknown
“For every minute you are angry you lose sixty seconds of happiness.”,Ralph Waldo Emerson,['happiness'],Quote: “For every minute you are angry you lose sixty seconds of happiness.” Author: Ralph Waldo Emerson By: Ralph Waldo Emerson About: happiness Topic: happiness Theme: happiness
"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”","J.K. Rowling,","['albus-dumbledore', 'courage', 'friends']","Quote: “It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.” Author: J.K. Rowling, By: J.K. Rowling, About: albus-dumbledore Topic: albus-dumbledore Theme: albus-dumbledore About: courage Topic: courage Theme: courage About: friends Topic: friends Theme: friends"
"“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”",Marilyn Monroe,"['friends', 'heartbreak', 'inspirational', 'life', 'love', 'sisters']","Quote: “This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.” Author: Marilyn Monroe By: Marilyn Monroe About: friends Topic: friends Theme: friends About: heartbreak Topic: heartbreak Theme: heartbreak About: inspirational Topic: inspirational Theme: inspirational About: life Topic: life Theme: life About: love Topic: love Theme: love About: sisters Topic: sisters Theme: sisters love quotes life quotes"
